clean_text,sentiment
sample tweet 1222,positive
sample tweet 1223,negative
sample tweet 1224,positive
sample tweet 1225,neutral
sample tweet 1226,positive
sample tweet 1227,neutral
sample tweet 1228,negative
sample tweet 1229,neutral
sample tweet 1230,positive
sample tweet 1231,negative
sample tweet 1232,positive
sample tweet 1233,neutral
sample tweet 1234,negative
sample tweet 1235,neutral
sample tweet 1236,negative
sample tweet 1237,negative
sample tweet 1238,positive
sample tweet 1239,positive
sample tweet 1240,positive
sample tweet 1241,negative
sample tweet 1242,positive
sample tweet 1243,positive
sample tweet 1244,positive
sample tweet 1245,negative
sample tweet 1246,positive
sample tweet 1247,negative
sample tweet 1248,neutral
sample tweet 1249,neutral
sample tweet 1250,negative
sample tweet 1251,negative
sample tweet 1252,positive
sample tweet 1253,neutral
sample tweet 1254,positive
sample tweet 1255,positive
sample tweet 1256,neutral
sample tweet 1257,positive
sample tweet 1258,negative
sample tweet 1259,neutral
sample tweet 1260,positive
sample tweet 1261,positive
sample tweet 1262,positive
sample tweet 1263,positive
sample tweet 1264,positive
sample tweet 1265,neutral
sample tweet 1266,neutral
sample tweet 1267,positive
sample tweet 1268,positive
sample tweet 1269,negative
sample tweet 1270,positive
sample tweet 1271,negative
sample tweet 1272,neutral
sample tweet 1273,neutral
sample tweet 1274,neutral
sample tweet 1275,neutral
sample tweet 1276,negative
sample tweet 1277,positive
sample tweet 1278,neutral
sample tweet 1279,negative
sample tweet 1280,negative
sample tweet 1281,positive
sample tweet 1282,positive
sample tweet 1283,positive
sample tweet 1284,negative
sample tweet 1285,neutral
sample tweet 1286,neutral
sample tweet 1287,positive
sample tweet 1288,neutral
sample tweet 1289,neutral
sample tweet 1290,negative
sample tweet 1291,positive
sample tweet 1292,positive
sample tweet 1293,positive
sample tweet 1294,positive
sample tweet 1295,neutral
sample tweet 1296,positive
sample tweet 1297,positive
sample tweet 1298,positive
sample tweet 1299,positive
sample tweet 1300,positive
sample tweet 1301,neutral
sample tweet 1302,positive
sample tweet 1303,neutral
sample tweet 1304,positive
sample tweet 1305,positive
sample tweet 1306,negative
sample tweet 1307,neutral
sample tweet 1308,negative
sample tweet 1309,neutral
sample tweet 1310,negative
sample tweet 1311,positive
sample tweet 1312,positive
sample tweet 1313,positive
sample tweet 1314,positive
sample tweet 1315,negative
sample tweet 1316,negative
sample tweet 1317,negative
sample tweet 1318,positive
sample tweet 1319,positive
sample tweet 1320,positive
sample tweet 1321,negative
sample tweet 1322,positive
sample tweet 1323,negative
sample tweet 1324,positive
sample tweet 1325,negative
sample tweet 1326,positive
sample tweet 1327,positive
sample tweet 1328,negative
sample tweet 1329,negative
sample tweet 1330,positive
sample tweet 1331,neutral
sample tweet 1332,neutral
sample tweet 1333,positive
sample tweet 1334,neutral
sample tweet 1335,positive
sample tweet 1336,positive
sample tweet 1337,neutral
sample tweet 1338,positive
sample tweet 1339,positive
sample tweet 1340,neutral
sample tweet 1341,negative
sample tweet 1342,neutral
sample tweet 1343,positive
sample tweet 1344,positive
sample tweet 1345,negative
sample tweet 1346,positive
sample tweet 1347,negative
sample tweet 1348,negative
sample tweet 1349,positive
sample tweet 1350,negative
sample tweet 1351,positive
sample tweet 1352,positive
sample tweet 1353,positive
sample tweet 1354,negative
sample tweet 1355,neutral
sample tweet 1356,negative
sample tweet 1357,positive
sample tweet 1358,positive
sample tweet 1359,positive
sample tweet 1360,positive
sample tweet 1361,positive
sample tweet 1362,positive
sample tweet 1363,positive
sample tweet 1364,neutral
sample tweet 1365,positive
sample tweet 1366,neutral
sample tweet 1367,negative
sample tweet 1368,neutral
sample tweet 1369,positive
sample tweet 1370,positive
sample tweet 1371,neutral
sample tweet 1372,positive
sample tweet 1373,neutral
sample tweet 1374,positive
sample tweet 1375,negative
sample tweet 1376,neutral
sample tweet 1377,positive
sample tweet 1378,neutral
sample tweet 1379,positive
sample tweet 1380,negative
sample tweet 1381,positive
sample tweet 1382,neutral
sample tweet 1383,positive
sample tweet 1384,negative
sample tweet 1385,positive
sample tweet 1386,positive
sample tweet 1387,negative
sample tweet 1388,positive
sample tweet 1389,negative
sample tweet 1390,positive
sample tweet 1391,positive
sample tweet 1392,positive
sample tweet 1393,negative
sample tweet 1394,positive
sample tweet 1395,positive
sample tweet 1396,neutral
sample tweet 1397,positive
sample tweet 1398,neutral
sample tweet 1399,positive
sample tweet 1400,negative
sample tweet 1401,positive
sample tweet 1402,neutral
sample tweet 1403,positive
sample tweet 1404,positive
sample tweet 1405,positive
sample tweet 1406,positive
sample tweet 1407,neutral
sample tweet 1408,neutral
sample tweet 1409,negative
sample tweet 1410,neutral
sample tweet 1411,neutral
sample tweet 1412,positive
sample tweet 1413,positive
sample tweet 1414,positive
sample tweet 1415,positive
sample tweet 1416,positive
sample tweet 1417,neutral
sample tweet 1418,neutral
sample tweet 1419,negative
sample tweet 1420,neutral
sample tweet 1421,positive
sample tweet 1422,positive
sample tweet 1423,positive
sample tweet 1424,positive
sample tweet 1425,positive
sample tweet 1426,neutral
sample tweet 1427,negative
sample tweet 1428,negative
sample tweet 1429,negative
sample tweet 1430,positive
sample tweet 1431,positive
sample tweet 1432,negative
sample tweet 1433,neutral
sample tweet 1434,positive
sample tweet 1435,neutral
sample tweet 1436,neutral
sample tweet 1437,positive
sample tweet 1438,neutral
sample tweet 1439,negative
sample tweet 1440,neutral
sample tweet 1441,neutral
sample tweet 1442,positive
sample tweet 1443,positive
sample tweet 1444,positive
sample tweet 1445,positive
sample tweet 1446,positive
sample tweet 1447,neutral
sample tweet 1448,negative
sample tweet 1449,positive
sample tweet 1450,positive
sample tweet 1451,negative
sample tweet 1452,positive
sample tweet 1453,neutral
sample tweet 1454,positive
sample tweet 1455,neutral
sample tweet 1456,neutral
sample tweet 1457,positive
sample tweet 1458,positive
sample tweet 1459,neutral
sample tweet 1460,positive
sample tweet 1461,neutral
sample tweet 1462,neutral
sample tweet 1463,negative
sample tweet 1464,negative
sample tweet 1465,positive
sample tweet 1466,neutral
sample tweet 1467,negative
sample tweet 1468,neutral
sample tweet 1469,neutral
sample tweet 1470,positive
sample tweet 1471,positive
sample tweet 1472,neutral
sample tweet 1473,neutral
sample tweet 1474,negative
sample tweet 1475,positive
sample tweet 1476,positive
sample tweet 1477,positive
sample tweet 1478,positive
sample tweet 1479,positive
sample tweet 1480,neutral
sample tweet 1481,positive
sample tweet 1482,positive
sample tweet 1483,neutral
sample tweet 1484,neutral
sample tweet 1485,positive
sample tweet 1486,positive
sample tweet 1487,positive
sample tweet 1488,neutral
sample tweet 1489,positive
sample tweet 1490,neutral
sample tweet 1491,neutral
sample tweet 1492,neutral
sample tweet 1493,positive
sample tweet 1494,positive
sample tweet 1495,neutral
sample tweet 1496,neutral
sample tweet 1497,positive
sample tweet 1498,positive
sample tweet 1499,negative
sample tweet 1500,neutral
sample tweet 1501,neutral
sample tweet 1502,negative
sample tweet 1503,positive
sample tweet 1504,positive
sample tweet 1505,neutral
sample tweet 1506,positive
sample tweet 1507,neutral
sample tweet 1508,positive
sample tweet 1509,positive
sample tweet 1510,negative
sample tweet 1511,negative
sample tweet 1512,negative
sample tweet 1513,neutral
sample tweet 1514,positive
sample tweet 1515,neutral
sample tweet 1516,positive
sample tweet 1517,negative
sample tweet 1518,neutral
sample tweet 1519,positive
sample tweet 1520,neutral
sample tweet 1521,positive
sample tweet 1522,positive
sample tweet 1523,positive
sample tweet 1524,neutral
sample tweet 1525,positive
sample tweet 1526,positive
sample tweet 1527,positive
sample tweet 1528,neutral
sample tweet 1529,positive
sample tweet 1530,positive
sample tweet 1531,positive
sample tweet 1532,positive
sample tweet 1533,positive
sample tweet 1534,positive
sample tweet 1535,positive
sample tweet 1536,negative
sample tweet 1537,neutral
sample tweet 1538,negative
sample tweet 1539,positive
sample tweet 1540,neutral
sample tweet 1541,positive
sample tweet 1542,neutral
sample tweet 1543,positive
sample tweet 1544,positive
sample tweet 1545,positive
sample tweet 1546,positive
sample tweet 1547,neutral
sample tweet 1548,neutral
sample tweet 1549,neutral
sample tweet 1550,positive
sample tweet 1551,neutral
sample tweet 1552,positive
sample tweet 1553,positive
sample tweet 1554,neutral
sample tweet 1555,negative
sample tweet 1556,positive
sample tweet 1557,negative
sample tweet 1558,positive
sample tweet 1559,positive
sample tweet 1560,positive
sample tweet 1561,negative
sample tweet 1562,negative
sample tweet 1563,negative
sample tweet 1564,positive
sample tweet 1565,neutral
sample tweet 1566,neutral
sample tweet 1567,positive
sample tweet 1568,positive
sample tweet 1569,positive
sample tweet 1570,negative
sample tweet 1571,negative
sample tweet 1572,neutral
sample tweet 1573,positive
sample tweet 1574,positive
sample tweet 1575,neutral
sample tweet 1576,negative
sample tweet 1577,positive
sample tweet 1578,negative
sample tweet 1579,positive
sample tweet 1580,neutral
sample tweet 1581,positive
sample tweet 1582,positive
sample tweet 1583,negative
sample tweet 1584,neutral
sample tweet 1585,negative
sample tweet 1586,neutral
sample tweet 1587,neutral
sample tweet 1588,neutral
sample tweet 1589,positive
sample tweet 1590,positive
sample tweet 1591,negative
sample tweet 1592,positive
sample tweet 1593,positive
sample tweet 1594,neutral
sample tweet 1595,negative
sample tweet 1596,neutral
sample tweet 1597,negative
sample tweet 1598,positive
sample tweet 1599,neutral
sample tweet 1600,positive
sample tweet 1601,neutral
sample tweet 1602,neutral
sample tweet 1603,negative
sample tweet 1604,positive
sample tweet 1605,negative
sample tweet 1606,positive
sample tweet 1607,negative
sample tweet 1608,positive
sample tweet 1609,neutral
sample tweet 1610,neutral
sample tweet 1611,positive
sample tweet 1612,negative
sample tweet 1613,negative
sample tweet 1614,neutral
sample tweet 1615,neutral
sample tweet 1616,negative
sample tweet 1617,positive
sample tweet 1618,neutral
sample tweet 1619,neutral
sample tweet 1620,positive
sample tweet 1621,neutral
sample tweet 1622,positive
sample tweet 1623,positive
sample tweet 1624,negative
sample tweet 1625,positive
sample tweet 1626,negative
sample tweet 1627,neutral
sample tweet 1628,neutral
sample tweet 1629,neutral
sample tweet 1630,negative
sample tweet 1631,negative
sample tweet 1632,neutral
sample tweet 1633,positive
sample tweet 1634,negative
sample tweet 1635,neutral
sample tweet 1636,positive
sample tweet 1637,positive
sample tweet 1638,positive
sample tweet 1639,neutral
sample tweet 1640,positive
sample tweet 1641,positive
sample tweet 1642,positive
sample tweet 1643,negative
sample tweet 1644,negative
sample tweet 1645,positive
sample tweet 1646,negative
sample tweet 1647,negative
sample tweet 1648,positive
sample tweet 1649,negative
sample tweet 1650,negative
sample tweet 1651,positive
sample tweet 1652,neutral
sample tweet 1653,positive
sample tweet 1654,neutral
sample tweet 1655,positive
sample tweet 1656,negative
sample tweet 1657,negative
sample tweet 1658,neutral
sample tweet 1659,negative
sample tweet 1660,neutral
sample tweet 1661,neutral
sample tweet 1662,negative
sample tweet 1663,positive
sample tweet 1664,positive
sample tweet 1665,negative
sample tweet 1666,positive
sample tweet 1667,negative
sample tweet 1668,neutral
sample tweet 1669,neutral
sample tweet 1670,positive
sample tweet 1671,positive
sample tweet 1672,positive
sample tweet 1673,negative
sample tweet 1674,neutral
sample tweet 1675,negative
sample tweet 1676,positive
sample tweet 1677,positive
sample tweet 1678,positive
sample tweet 1679,positive
sample tweet 1680,positive
sample tweet 1681,positive
sample tweet 1682,neutral
sample tweet 1683,neutral
sample tweet 1684,neutral
sample tweet 1685,positive
sample tweet 1686,neutral
sample tweet 1687,positive
sample tweet 1688,positive
sample tweet 1689,positive
sample tweet 1690,positive
sample tweet 1691,positive
sample tweet 1692,positive
sample tweet 1693,negative
sample tweet 1694,neutral
sample tweet 1695,positive
sample tweet 1696,neutral
sample tweet 1697,neutral
sample tweet 1698,positive
sample tweet 1699,neutral
sample tweet 1700,positive
sample tweet 1701,positive
sample tweet 1702,negative
sample tweet 1703,neutral
sample tweet 1704,positive
sample tweet 1705,positive
sample tweet 1706,positive
sample tweet 1707,negative
sample tweet 1708,positive
sample tweet 1709,negative
sample tweet 1710,negative
sample tweet 1711,positive
sample tweet 1712,positive
sample tweet 1713,negative
sample tweet 1714,negative
sample tweet 1715,neutral
sample tweet 1716,neutral
sample tweet 1717,negative
sample tweet 1718,neutral
sample tweet 1719,negative
sample tweet 1720,neutral
sample tweet 1721,positive
sample tweet 1722,positive
sample tweet 1723,positive
sample tweet 1724,positive
